event_id,schema_version,run_id,source_id,source_root,absolute_path,relative_path,filename,extension,path_type,status,detection_reason,mime_type,bytes,sha256,created_at,modified_at,width,height,image_mode,has_alpha,exif_datetime,pdf_pages,pdf_title,pdf_author,pdf_subject,pdf_text_chars,archive_member_count,duplicate_group,classification_branch,error
evt_000281,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1152.jpg,assets/card-1152.jpg,card-1152.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,733,897225b05a97b9f0a04deccab24abde682e3c7a849b7b91427f0353e95fe2939,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,100,86,L,False,,,,,,,,897225b05a97b9f0,image_metadata,
evt_000282,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1153.png,assets/card-1153.png,card-1153.png,.png,file,observed,recursive_discovery,image/png,220,0e04329a07fde5c75965da499813921a81b4ceffab13a1af9cc2180892ecfb85,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,100,86,RGB,False,,,,,,,,,image_metadata,
evt_000283,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1154.jpg,assets/card-1154.jpg,card-1154.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,733,897225b05a97b9f0a04deccab24abde682e3c7a849b7b91427f0353e95fe2939,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,100,86,L,False,,,,,,,,897225b05a97b9f0,image_metadata,
evt_000284,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1155.jpg,assets/card-1155.jpg,card-1155.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,666,a24089fd33daaeb1ba1a8cc235011818f3807f791ca9cba9b1d534f44bdddd80,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,82,79,L,False,,,,,,,,a24089fd33daaeb1,image_metadata,
evt_000285,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1156.png,assets/card-1156.png,card-1156.png,.png,file,observed,recursive_discovery,image/png,183,49b170ad186df56f12c0258420554ee2beb99b6bd45eb29fa77fb30704412370,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,82,79,RGB,False,,,,,,,,49b170ad186df56f,image_metadata,
evt_000286,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1157.jpg,assets/card-1157.jpg,card-1157.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,666,a24089fd33daaeb1ba1a8cc235011818f3807f791ca9cba9b1d534f44bdddd80,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,82,79,L,False,,,,,,,,a24089fd33daaeb1,image_metadata,
evt_000287,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1158.jpg,assets/card-1158.jpg,card-1158.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,398,6c37da40e479a24fadc28991f61d467facd152774ffea656c5d1ce92d234d4af,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,52,L,False,,,,,,,,6c37da40e479a24f,image_metadata,
evt_000288,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1159.png,assets/card-1159.png,card-1159.png,.png,file,observed,recursive_discovery,image/png,140,8ae2bb5291c470eff9d7bedf2b4dc70c8514ef874ee0d2d2e612322ab10b280c,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,52,RGB,False,,,,,,,,8ae2bb5291c470ef,image_metadata,
evt_000289,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-116.jpg,assets/card-116.jpg,card-116.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,720,a3a1dc8a87eee35933cd6db3ed533556f5d15b5e23180793957b506c810cca3e,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,98,90,L,False,,,,,,,,a3a1dc8a87eee359,image_metadata,
evt_000290,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1160.jpg,assets/card-1160.jpg,card-1160.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,398,6c37da40e479a24fadc28991f61d467facd152774ffea656c5d1ce92d234d4af,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,52,L,False,,,,,,,,6c37da40e479a24f,image_metadata,
evt_000291,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1161.jpg,assets/card-1161.jpg,card-1161.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,51,L,False,,,,,,,,d5ecd8ccca290e90,image_metadata,
evt_000292,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1162.png,assets/card-1162.png,card-1162.png,.png,file,observed,recursive_discovery,image/png,140,61c3acb332cdae54ae523cbb5cdecdf8ce8233d61f75e322983c9ddde5c3eef2,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,51,RGB,False,,,,,,,,61c3acb332cdae54,image_metadata,
evt_000293,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1163.jpg,assets/card-1163.jpg,card-1163.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,51,51,L,False,,,,,,,,d5ecd8ccca290e90,image_metadata,
evt_000294,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1164.jpg,assets/card-1164.jpg,card-1164.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,603,193c9e21059b492468abdff3923c477f4e15e1857b7c52b51d0cdac79918f500,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,78,73,L,False,,,,,,,,193c9e21059b4924,image_metadata,
evt_000295,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1165.png,assets/card-1165.png,card-1165.png,.png,file,observed,recursive_discovery,image/png,174,db64b9d4ab9f390328aaa44b2624b56222cb1569496b685f3b36b789382548ca,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,78,73,RGB,False,,,,,,,,db64b9d4ab9f3903,image_metadata,
evt_000296,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1166.jpg,assets/card-1166.jpg,card-1166.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,603,193c9e21059b492468abdff3923c477f4e15e1857b7c52b51d0cdac79918f500,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,78,73,L,False,,,,,,,,193c9e21059b4924,image_metadata,
evt_000297,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1167.jpg,assets/card-1167.jpg,card-1167.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,582,2db08994ac1b0406aa87de92ae22c52439a9b36aabfade4d6e0a2edc19b77ab1,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,65,86,L,False,,,,,,,,2db08994ac1b0406,image_metadata,
evt_000298,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1168.png,assets/card-1168.png,card-1168.png,.png,file,observed,recursive_discovery,image/png,174,8b85bfb67923e85f895db6faab4301862d5f0b12dc6916bbe42932d44e93d947,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,65,86,RGB,False,,,,,,,,,image_metadata,
evt_000299,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1169.jpg,assets/card-1169.jpg,card-1169.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,582,2db08994ac1b0406aa87de92ae22c52439a9b36aabfade4d6e0a2edc19b77ab1,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,65,86,L,False,,,,,,,,2db08994ac1b0406,image_metadata,
evt_000300,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-117.png,assets/card-117.png,card-117.png,.png,file,observed,recursive_discovery,image/png,213,5363a0ca48de4bd3db744b5d2aca775e9b4a3956ea2e329c0e8f735e2dcbfde2,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,98,90,RGB,False,,,,,,,,5363a0ca48de4bd3,image_metadata,
evt_000301,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1170.jpg,assets/card-1170.jpg,card-1170.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,531,2f4fb8352de929c776fc4ffa4cf736f66871bc7e9a7e467c6507992dec5a019d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,60,73,L,False,,,,,,,,2f4fb8352de929c7,image_metadata,
evt_000302,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1171.png,assets/card-1171.png,card-1171.png,.png,file,observed,recursive_discovery,image/png,160,26b9f90b7886bbd49fdbc8646093ddfa4bcd6cfacd451b34e99fb2d022a06990,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,60,73,RGB,False,,,,,,,,26b9f90b7886bbd4,image_metadata,
evt_000303,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1172.jpg,assets/card-1172.jpg,card-1172.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,531,2f4fb8352de929c776fc4ffa4cf736f66871bc7e9a7e467c6507992dec5a019d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,60,73,L,False,,,,,,,,2f4fb8352de929c7,image_metadata,
evt_000304,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1173.jpg,assets/card-1173.jpg,card-1173.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,6598,047714c2f3f6a6c57d82f568ddfd1a4dc7394c02d87ebc36d60c989c02931d38,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,614,483,L,False,,,,,,,,047714c2f3f6a6c5,image_metadata,
evt_000305,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1174.png,assets/card-1174.png,card-1174.png,.png,file,observed,recursive_discovery,image/png,1576,8fb17168f84a7b06289513d5aa258288e04536abc16586d5938451c581ce327d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,614,483,RGB,False,,,,,,,,,image_metadata,
evt_000306,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1175.jpg,assets/card-1175.jpg,card-1175.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,6598,047714c2f3f6a6c57d82f568ddfd1a4dc7394c02d87ebc36d60c989c02931d38,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,614,483,L,False,,,,,,,,047714c2f3f6a6c5,image_metadata,
evt_000307,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1176.png,assets/card-1176.png,card-1176.png,.png,file,observed,recursive_discovery,image/png,4566,ab07289dd9ba4a45f8ec3628beb614244bdc0aafe2bc71a46ce1955e108e54c5,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,102,103,RGB,False,,,,,,,,,image_metadata,
evt_000308,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1177.png,assets/card-1177.png,card-1177.png,.png,file,observed,recursive_discovery,image/png,7887,34100d2a4309fc8165021d4827b5047c4f11bed21f8dcc014da532df31deae0e,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,185,96,RGB,False,,,,,,,,,image_metadata,
evt_000309,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1178.png,assets/card-1178.png,card-1178.png,.png,file,observed,recursive_discovery,image/png,486,e57c8614fc32592bdecf6217b3ee0c40bc6f023c8e40ac0838c31c24f721ec44,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,19,29,RGB,False,,,,,,,,,image_metadata,
evt_000310,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1179.png,assets/card-1179.png,card-1179.png,.png,file,observed,recursive_discovery,image/png,1647,0ee547b85bef703c66e72507b760fba76e0981d15b006b9fd5b9dcbff4b89986,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,42,57,RGB,False,,,,,,,,,image_metadata,
evt_000311,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-118.jpg,assets/card-118.jpg,card-118.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,720,a3a1dc8a87eee35933cd6db3ed533556f5d15b5e23180793957b506c810cca3e,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,98,90,L,False,,,,,,,,a3a1dc8a87eee359,image_metadata,
evt_000312,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1180.png,assets/card-1180.png,card-1180.png,.png,file,observed,recursive_discovery,image/png,4609,709c71f30abf6465a473221ace01585da1b1d47bd98af7d7712adefebd108710,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,93,104,RGB,False,,,,,,,,,image_metadata,
evt_000313,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1181.png,assets/card-1181.png,card-1181.png,.png,file,observed,recursive_discovery,image/png,539,68b82b82463d3624c023c3e358a3b1c45f0f4fdf74794ff8338836ad89489add,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,20,25,RGB,False,,,,,,,,,image_metadata,
evt_000314,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1182.png,assets/card-1182.png,card-1182.png,.png,file,observed,recursive_discovery,image/png,11011,9ec3a7979b41624817f28435c245d06d0e6ec26033814dc1077983cc044eca9d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,280,97,RGB,False,,,,,,,,,image_metadata,
evt_000315,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1183.png,assets/card-1183.png,card-1183.png,.png,file,observed,recursive_discovery,image/png,3854,99b73adca9dd75dbe5d672d3427df695011a3bc59f9a64ddb7a85f26763b4fdb,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,92,102,RGB,False,,,,,,,,,image_metadata,
evt_000316,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-1184.png,assets/card-1184.png,card-1184.png,.png,file,observed,recursive_discovery,image/png,7295,e8ce7e83bf22601361439c71763d7128cfb7f8375fc675c37d759cc75c7817a4,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,163,97,RGB,False,,,,,,,,,image_metadata,
evt_000317,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-119.jpg,assets/card-119.jpg,card-119.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,681,af302b76e9820d2c90e8edb260b15b125905a34a8fc2c92bc122d4206bdc423d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,110,76,L,False,,,,,,,,af302b76e9820d2c,image_metadata,
evt_000318,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-120.png,assets/card-120.png,card-120.png,.png,file,observed,recursive_discovery,image/png,199,22ffa8095fb7bdddcb6fbd17ed337a1c6050e2d798daaedf3aa557b77c734b2f,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,110,76,RGB,False,,,,,,,,,image_metadata,
evt_000319,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-121.jpg,assets/card-121.jpg,card-121.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,681,af302b76e9820d2c90e8edb260b15b125905a34a8fc2c92bc122d4206bdc423d,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,110,76,L,False,,,,,,,,af302b76e9820d2c,image_metadata,
evt_000320,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-122.jpg,assets/card-122.jpg,card-122.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,640,654d9507d8c9a2e049dcfae2e08a015ea1f9500a0b4a0a9a6fc565851203a452,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,101,72,L,False,,,,,,,,654d9507d8c9a2e0,image_metadata,
evt_000321,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-123.png,assets/card-123.png,card-123.png,.png,file,observed,recursive_discovery,image/png,193,86f09b363e1e5144750338011cb1f214aa433d57ad3b0823a8505ebfe888ad15,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,101,72,RGB,False,,,,,,,,,image_metadata,
evt_000322,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-124.jpg,assets/card-124.jpg,card-124.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,640,654d9507d8c9a2e049dcfae2e08a015ea1f9500a0b4a0a9a6fc565851203a452,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,101,72,L,False,,,,,,,,654d9507d8c9a2e0,image_metadata,
evt_000323,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-125.jpg,assets/card-125.jpg,card-125.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,648,c90d8681eec8f84e0366e1c8562b5bf20292a9861cb886d99c884e7e7d19be29,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,95,74,L,False,,,,,,,,c90d8681eec8f84e,image_metadata,
evt_000324,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-126.png,assets/card-126.png,card-126.png,.png,file,observed,recursive_discovery,image/png,193,a6c505b4ca3ea2e4604fabf5234d1b17a5d17a2c3d37cbb33fa76ef32d2567e9,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,95,74,RGB,False,,,,,,,,a6c505b4ca3ea2e4,image_metadata,
evt_000325,1.0,20260814_research,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-127.jpg,assets/card-127.jpg,card-127.jpg,.jpg,file,observed,recursive_discovery,image/jpeg,648,c90d8681eec8f84e0366e1c8562b5bf20292a9861cb886d99c884e7e7d19be29,2026-08-14T10:19:23+00:00,2026-08-14T10:19:22+00:00,95,74,L,False,,,,,,,,c90d8681eec8f84e,image_metadata,
